"","RT","DIVISION","SPORDER","PUMA","REGION","STATE","ADJINC","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","HICOV","HISP","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","WAOB","Class"
"1775","P","1",1,"608","1","25","1019518",122,"1","2","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1982,"1","4","2","5","2","2","3","0","0","5700","1","21","0","2","0","12000",0,40,"52","2","1","51","999","6","1","1","4771","1","1","0","5860",0,17700,"25",334,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1776","P","1",1,"100","1","25","1019518",17,"1","2","2","0","2","2","1","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","1100","1","21","0","2","0","2200",0,40,"52","2","2","51","26","6","1","1","7970","6","1","0","3430",0,3300,"17",22,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1777","P","1",3,"602","1","25","1019518",68,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","19","0","1","0","0",40000,45,"52","1","4","999","999","1","1","1","8590","6","1","0","4621",40000,40000,"25",501,"600","25","1","2","1","9","9000","29","0","0","0","0","2","0","1","1","0","1","No"
"1778","P","1",1,"603","1","25","1019518",47,"1","3","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1982,"1","4","2","5","2","2","3","0","0","3700","1","19","0","2","0","0",0,40,"52","2","2","46","50","6","1","1","7860","1","1","0","4600",0,3700,"25",245,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1779","P","1",1,"1104","1","25","1019518",64,"1","4","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2010,"1","4","3","5","3","3","3","0","0","0","1","24","0","1","0","0",110000,40,"52","1","2","84","97","1","1","1","7870","1","1","0","2205",110000,110000,"25",501,"600","25","1","2","4","9","9000","29","0","0","0","0","2","0","1","1","0","1","No"
"1780","P","1",1,"607","1","25","1019518",44,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","3","1","2","1","2",2007,"1","4","3","5","3","3","3","0","0","0","1","19","0","2","0","0",150000,40,"52","1","2","51","935","1","1","1","7380","4","1","0","52",150000,150000,"25",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1785","P","1",1,"503","1","25","1019518",62,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","19","0","1","0","0",90000,44,"52","1","2","50","32","1","1","1","7460","6","1","0","5610",90000,90000,"25",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1788","P","1",2,"1003","1","25","1019518",108,"1","1","2","2","1","1","2","2","2","2","2","0","1","2","1","2","2","2","2",2016,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",90000,40,"52","1","2","84","22","1","1","1","770","1","1","0","6330",90000,90000,"25",501,"800","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1791","P","1",1,"906","1","25","1019518",102,"1","4","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",2018,"1","4","3","5","3","3","3","0","0","0","1","23","0","2","0","0",117000,38,"52","1","2","924","50","1","1","1","9370","1","1","0","2100",117000,117000,"36",501,"900","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1794","P","1",1,"612","1","25","1019518",31,"1","2","2","0","2","2","1","2","2","2","2","0","10","2","1","2","2","1","2",1971,"1","4","3","5","3","3","3","0","0","2900","1","21","0","1","0","2200",40000,30,"52","1","1","68","999","1","1","1","7860","1","1","0","9121",40000,45100,"36",342,"600","25","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1795","P","1",1,"704","1","25","1019518",15,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","1","22","0","2","0","4700",0,40,"52","2","1","50","999","6","1","1","7860","6","1","0","3255",0,4700,"25",32,"600","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"1798","P","1",2,"1102","1","25","1019518",62,"1","1","2","0","1","2","2","1","2","2","2","0","1","2","1","2","2","1","2",1995,"1","4","3","5","3","3","3","0","0","35200","1","19","0","1","26800","0",0,40,"52","1","4","999","999","6","1","1","770","1","1","0","6442",0,62000,"36",501,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"1799","P","1",2,"507","1","25","1019518",27,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2014,"1","4","2","5","2","2","3","0","0","0","1","21","0","1","0","0",0,40,"52","2","2","26","935","6","1","1","7860","1","1","0","3255",0,0,"44",380,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1802","P","1",2,"609","1","25","1019518",81,"1","1","2","0","1","2","2","2","2","2","2","25000","1","2","1","2","2","1","2",1984,"1","4","2","5","2","2","3","0","0","71000","1","22","0","1","0","0",0,40,"52","2","1","50","999","6","1","1","6991","1","1","0","120",0,96000,"9",501,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1803","P","1",1,"611","1","25","1019518",60,"1","2","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","22","0","1","0","0",60000,40,"52","1","1","750","999","1","1","1","7860","6","1","0","2320",60000,60000,"19",384,"600","25","1","2","1","6","4003","8","0","1","0","0","1","0","0","0","0","1","No"
"1804","P","1",3,"603","1","25","1019518",111,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","18","0","1","0","0",30000,40,"52","1","1","68","999","1","1","1","6871","6","1","0","120",30000,30000,"25",501,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1805","P","1",1,"1103","1","25","1019518",125,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","2","3","5","3","3","3","0","0","0","1","18","0","1","0","0",35800,40,"52","1","2","51","50","1","1","1","8290","6","1","0","4220",35800,35800,"25",232,"1100","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1812","P","1",2,"603","1","25","1019518",87,"4","1","2","0","2","2","1","2","2","2","2","0","1","1","1","2","2","1","2",1973,"1","4","2","5","2","2","3","0","0","2800","1","21","0","2","0","11200",0,40,"52","2","3","996","999","6","1","1","7860","1","2","0","3255",0,14000,"164",306,"600","25","2","1","1","8","8000","15","0","0","0","0","1","0","1","0","0","5","No"
"1813","P","1",2,"903","1","25","1019518",114,"5","1","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",2010,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",90000,40,"52","1","4","999","999","1","1","1","7460","1","2","0","8740",90000,90000,"210",501,"800","25","1","2","3","6","4015","4","0","1","0","0","1","0","0","0","0","4","No"
"1814","P","1",2,"609","1","25","1019518",71,"5","1","2","0","1","2","2","2","2","2","2","0","2","1","1","2","1","1","2",2023,"3","4","3","5","3","3","3","0","0","0","1","24","0","1","0","0",50000,40,"52","1","1","615","999","1","1","1","7460","2","2","0","1530",50000,50000,"210",316,"900","25","1","2","4","6","4015","4","0","1","0","0","1","0","0","0","0","4","No"
"1816","P","1",1,"702","1","25","1019518",85,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","3","2","2","1","2",1969,"1","4","2","5","2","2","3","0","0","0","1","20","0","2","0","15000",0,40,"52","2","1","935","999","6","1","1","7860","4","1","0","3255",0,15000,"25",104,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"1818","P","1",2,"1301","1","25","1019518",74,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2001,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",30000,40,"52","1","1","195","995","1","1","1","770","1","1","0","5740",30000,30000,"17",501,"1290","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1820","P","1",1,"801","1","25","1019518",35,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","3","19","0","2","0","0",0,40,"52","1","4","999","999","6","1","1","7860","6","1","0","3255",0,0,"25",449,"600","25","1","2","4","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"1821","P","1",1,"1103","1","25","1019518",31,"1","1","2","2","1","1","1","2","1","2","2","0","1","2","1","2","2","2","2",2018,"1","3","2","5","2","2","3","0","0","25000","1","22","0","1","0","10000",0,40,"52","2","2","50","142","6","1","1","6992","1","1","0","800",0,35000,"9",501,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1822","P","1",1,"1002","1","25","1019518",101,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",70000,43,"52","1","1","142","999","1","1","1","4670","6","1","0","4760",70000,70000,"25",446,"900","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1823","P","1",1,"705","1","25","1019518",41,"1","1","2","2","2","1","1","1","2","2","2","0","1","2","2","2","2","1","2",1961,"1","4","3","5","3","3","3","0","0","15200","1","21","0","2","0","0",0,40,"52","1","1","26","999","6","1","1","7860","3","1","0","3255",0,15200,"25",449,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"1827","P","1",3,"1104","1","25","1019518",44,"1","1","2","2","2","1","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","1","15","0","1","10800","0",0,40,"52","2","4","999","999","6","1","1","7860","6","1","0","3255",0,10800,"44",501,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"1828","P","1",1,"402","1","25","1019518",87,"4","1","2","0","2","2","1","2","2","2","2","0","1","1","1","2","2","1","2",1968,"1","4","3","5","2","2","3","0","0","0","1","15","0","1","0","8400",0,40,"52","2","1","785","999","6","1","1","7860","1","2","0","3255",0,8400,"247",91,"600","25","2","1","4","6","4014","9","0","1","0","0","1","0","0","0","0","4","No"
"1829","P","1",1,"904","1","25","1019518",110,"4","2","2","0","2","2","1","2","2","2","2","0","1","1","3","2","2","1","2",1992,"1","4","3","5","3","3","3","0","0","0","1","17","0","2","0","19000",49000,40,"52","1","1","233","999","1","1","15","8180","4","2","0","3300",49000,68000,"363",431,"800","25","2","1","1","9","9000","29","0","0","0","0","2","0","1","1","0","3","No"
"1830","P","1",1,"1104","1","25","1019518",104,"1","1","2","2","2","1","1","2","2","2","2","2000","1","2","1","2","2","1","2",1967,"1","2","2","5","2","2","3","0","0","35000","1","21","0","1","0","35000",0,40,"52","2","1","22","999","6","1","1","7860","1","1","0","3255",0,72000,"25",497,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1831","P","1",3,"802","1","25","1019518",23,"1","2","2","0","2","2","2","1","2","2","2","0","3","1","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","3","19","0","1","0","0",8000,30,"52","1","1","795","999","1","1","1","8290","6","1","0","3930",8000,8000,"25",119,"800","25","2","1","1","6","4000","5","0","1","0","0","1","0","0","0","0","1","No"
"1832","P","1",3,"403","1","25","1019518",88,"1","2","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","2","1","2","1","3","0","0","0","1","21","0","1","0","0",3200,40,"14","2","2","50","22","3","1","1","7780","6","1","0","725",3200,3200,"25",501,"600","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1835","P","1",3,"704","1","25","1019518",45,"4","1","2","2","2","1","1","1","2","2","2","0","1","1","2","2","2","2","2",1972,"1","4","2","5","2","2","3","0","0","7500","1","15","0","2","0","28800",0,40,"52","2","1","51","999","6","1","1","7860","3","2","0","3255",0,36300,"120",501,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"1836","P","1",1,"1301","1","25","1019518",98,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","3","2","2","1","2",1979,"1","4","3","5","3","3","3","0","0","4500","1","16","0","2","0","45500",65000,40,"52","1","2","924","50","1","1","1","8590","4","1","0","20",65000,115000,"25",501,"1290","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1839","P","1",3,"802","1","25","1019518",60,"1","1","2","0","2","2","2","1","2","2","2","0","11","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",70000,40,"52","1","4","999","999","1","1","1","7590","6","1","0","160",70000,70000,"9",501,"800","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1841","P","1",3,"1201","1","25","1019518",71,"5","1","2","0","2","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"2","4","2","3","2","2","3","0","0","0","1","16","0","1","0","0",0,40,"52","2","1","239","999","6","2","21","7860","6","2","0","3255",0,0,"373",0,"600","25","2","2","2","8","8000","15","0","0","0","0","1","0","1","0","0","3","No"
"1842","P","1",2,"706","1","25","1019518",62,"4","1","2","2","2","1","2","2","2","2","2","0","1","1","1","2","2","1","2",2012,"1","4","2","5","2","2","3","0","0","0","1","14","0","1","0","1000",0,40,"52","2","1","275","999","6","1","5","7860","1","2","0","3255",0,1000,"329",173,"600","25","1","2","4","9","9000","38","0","0","1","0","2","0","1","0","0","3","No"
"1843","P","1",1,"605","1","25","1019518",32,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","1","16","0","1","9300","0",0,40,"52","2","1","22","999","6","1","1","7860","6","1","0","3255",0,9300,"25",58,"600","25","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"1844","P","1",1,"501","1","25","1019518",20,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","2","2","2","1","1",1977,"1","4","2","5","2","2","2","0","0","0","1","16","0","2","0","25900",0,40,"52","2","2","22","935","6","1","1","7860","3","1","0","3255",0,25900,"25",184,"600","25","1","1","4","9","9000","17","1","0","0","0","2","0","0","1","0","1","No"
"1848","P","1",1,"703","1","25","1019518",54,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",2018,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",1e+05,40,"32","1","2","51","50","1","1","1","7380","1","1","0","710",1e+05,1e+05,"25",501,"700","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1855","P","1",3,"504","1","25","1019518",65,"1","2","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","22","0","1","0","0",80000,40,"52","1","4","999","999","1","1","1","7870","6","1","0","2205",80000,80000,"6",501,"500","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
