"","X","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
"1884",2131,905,92,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,24,1,0,170000,1,620,999,1,1,2,206000,210,1,2,3,6,4015,4,1,0,1,0,0,4,"0"
"1885",2132,613,18,4,0,2,2,2,1,2,1,5,1,4,2,5,2,2,0,3,16,2,0,16900,2,515,587,6,6,2,16900,459,2,1,1,2,3000,2,0,1,1,0,0,6,"0"
"1886",2133,1201,71,1,2,1,1,2,2,2,2,5,1,4,3,5,3,3,0,1,16,1,0,10200,2,84,50,1,6,1,26200,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1887",2134,505,79,4,0,2,2,1,2,2,1,1,1,4,3,5,3,3,0,1,17,1,0,28000,2,290,226,1,1,2,50800,312,2,1,1,8,8000,15,0,0,1,1,0,3,"0"
"1888",2135,505,53,4,0,2,2,1,2,2,1,1,1,4,2,5,2,2,0,1,9,2,0,0,1,46,999,6,1,2,0,116,2,1,3,1,1000,1,0,0,1,0,1,5,"0"
"1889",2136,805,74,1,0,1,2,1,1,2,2,3,1,4,3,5,3,3,0,1,16,2,6400,0,1,902,999,6,4,1,6400,45,1,1,3,2,3000,2,0,1,1,0,0,1,"1"
"1890",2137,904,90,1,0,2,2,1,2,1,2,1,3,2,3,5,3,3,0,1,22,1,3100,0,1,32,999,6,2,1,3100,36,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"1891",2138,604,94,1,0,1,2,2,2,2,2,1,1,4,2,5,2,2,0,1,21,2,0,0,3,996,999,6,1,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1892",2139,906,56,1,2,2,1,2,2,2,2,1,1,4,3,5,3,3,0,1,18,2,0,42000,2,50,32,1,1,1,42000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1893",2140,403,144,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,158000,2,142,114,1,1,1,158000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1894",2141,701,71,1,0,2,2,2,2,2,2,5,1,4,3,5,3,3,0,1,22,2,0,100000,4,999,999,3,6,1,100000,25,2,2,4,6,4002,7,1,0,1,0,0,1,"1"
"1895",2142,601,95,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,22,1,0,175000,1,615,999,1,1,2,175000,210,1,2,1,6,4015,4,1,0,1,0,0,4,"0"
"1896",2143,1201,36,1,2,2,1,1,2,2,2,2,1,4,2,5,2,2,30000,1,23,2,26000,0,1,22,999,6,3,1,56000,44,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"1897",2145,504,127,1,0,1,2,2,2,2,2,1,3,4,3,5,3,3,0,1,21,2,0,44500,2,50,26,1,1,1,44500,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1898",2146,608,118,5,0,1,2,1,2,1,2,2,1,4,3,5,3,2,32000,1,16,2,8000,0,1,50,999,6,3,2,52000,119,1,1,3,1,1000,1,0,0,1,0,1,5,"0"
"1899",2147,906,104,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,110000,2,32,142,1,1,1,110000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1900",2148,401,90,1,2,1,1,1,2,2,1,1,1,2,2,5,2,2,31200,1,19,1,0,0,1,50,999,6,1,1,31200,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"1901",2149,612,96,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,24,1,0,165000,1,50,999,1,1,1,165000,6,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1902",2150,802,38,1,2,2,1,2,2,2,2,5,3,4,3,5,3,3,0,3,16,2,0,0,1,261,999,6,6,1,0,42,1,2,2,2,3000,2,0,1,1,0,0,1,"0"
"1903",2151,801,78,1,0,2,2,2,1,2,2,5,1,4,2,5,2,2,0,2,13,2,0,0,1,261,999,6,6,1,0,25,2,1,3,8,8000,15,0,0,1,1,0,1,"0"
"1904",2152,604,51,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,136000,2,50,22,1,1,1,136000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1905",2153,704,74,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,21,1,0,80000,1,210,999,1,1,2,80000,303,1,2,2,9,9000,29,0,0,2,1,1,3,"0"
"1906",2156,906,48,1,0,1,2,1,2,1,2,1,1,2,3,5,3,3,0,1,19,1,17000,80000,1,51,999,1,1,1,97000,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"1907",2158,610,66,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,48000,2,51,50,1,1,1,48000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"1908",2160,507,206,1,0,2,2,1,1,2,2,5,1,4,2,5,2,2,0,1,21,1,0,0,1,98,999,6,6,1,14200,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"1909",2161,505,125,1,2,2,1,2,2,2,2,5,1,4,3,5,3,3,0,1,19,1,0,49000,2,51,931,1,6,1,49000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1910",2162,706,45,1,0,2,2,2,2,2,2,5,3,4,1,5,2,3,0,1,17,1,0,4500,3,996,999,2,6,1,4500,25,2,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1911",2163,607,74,1,0,1,2,2,1,2,2,5,1,4,2,5,2,2,0,1,18,1,0,0,1,940,999,6,6,1,2000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"1"
"1912",2165,610,62,1,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,21,1,0,127000,1,171,999,1,6,1,127470,39,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1913",2166,803,59,4,0,2,2,1,2,2,2,3,1,4,3,5,3,3,0,1,19,2,0,0,1,335,999,1,4,2,28000,324,2,1,1,2,3000,2,0,1,1,0,0,3,"0"
"1914",2167,611,56,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,95000,2,50,22,1,6,1,95000,42,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1915",2168,607,48,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,120000,4,999,999,1,1,1,122000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1916",2169,507,59,1,2,2,1,2,2,2,2,5,1,4,3,5,3,3,0,1,19,1,0,67000,1,935,999,1,6,1,67000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"1917",2170,704,207,1,0,2,2,2,1,2,2,5,1,4,2,1,2,1,0,2,18,1,0,0,2,51,935,3,6,1,0,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"1918",2171,502,103,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,24,2,0,145000,1,50,999,1,1,1,145000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1919",2172,100,62,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,1,14,2,0,0,2,50,51,6,6,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1920",2173,802,55,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,115000,2,22,11,1,1,1,115000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"1921",2175,609,58,1,2,1,1,2,2,2,2,5,3,4,3,5,3,3,0,1,21,1,0,60000,2,11,190,1,6,1,60000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"1922",2176,903,142,4,0,2,2,1,1,2,1,1,1,4,2,1,2,1,0,1,21,1,30000,40000,1,795,999,1,1,2,70000,231,2,1,4,6,4019,10,1,0,1,0,0,4,"0"
"1923",2177,100,12,1,2,2,1,1,1,2,1,3,1,4,3,5,3,3,0,1,20,1,0,22100,1,50,999,1,4,1,22100,36,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"1924",2178,608,59,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,16,2,0,28000,4,999,999,1,6,1,28000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"1925",2179,1002,29,1,0,2,2,1,1,2,2,2,1,4,3,5,3,3,0,1,12,2,12000,0,1,26,999,6,3,1,12000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"1926",2180,1003,51,1,0,1,2,2,1,2,2,5,1,4,3,5,3,3,0,1,16,1,0,0,4,999,999,6,6,1,0,25,1,1,1,1,1000,1,0,0,1,0,1,1,"1"
"1927",2181,601,16,1,0,2,2,2,1,2,2,5,3,4,2,5,2,2,0,1,21,2,0,2000,4,999,999,6,6,1,2000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"1928",2182,1201,58,5,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,24,1,0,125000,1,88,999,1,6,2,131000,140,1,2,3,1,1000,1,0,0,1,0,1,5,"0"
"1929",2183,706,53,1,0,1,2,2,2,2,2,5,3,4,2,5,2,2,0,3,12,1,0,3000,1,51,999,6,6,1,3000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1930",2184,607,82,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,24,2,0,30000,4,999,999,1,6,1,30000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1931",2185,805,52,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,157000,1,935,999,1,1,1,157000,44,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1932",2186,703,40,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,100000,2,32,22,1,1,1,100000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1933",2187,1001,104,2,0,2,2,1,1,2,1,5,1,4,2,5,2,2,0,1,10,2,9000,0,1,261,999,6,6,1,9000,72,2,1,4,9,9000,29,0,0,2,1,1,2,"0"
"1934",2188,805,49,1,2,1,1,1,2,2,2,1,1,4,2,5,2,2,54000,1,21,2,45500,0,2,50,22,6,1,1,99500,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"1935",2189,902,97,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,32000,1,18,2,0,54000,1,50,999,1,1,1,86000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1936",2190,603,126,1,2,2,1,2,2,2,2,1,1,4,3,5,3,3,0,3,21,1,0,75000,2,26,32,1,1,1,75000,10,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1937",2191,704,86,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,21000,2,50,291,1,6,1,21000,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1938",2193,201,9,1,1,2,1,1,2,2,2,1,1,4,3,5,3,3,3900,1,18,1,22100,0,1,924,999,6,1,1,26000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"1939",2195,906,52,1,0,1,2,2,2,2,2,3,1,4,3,5,3,3,0,1,20,2,0,98000,1,935,999,1,4,1,98000,44,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1940",2196,506,124,1,0,2,2,1,1,2,2,5,1,4,3,5,3,3,0,1,16,2,0,30000,1,924,999,1,6,1,30000,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"1941",2197,608,65,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,18,1,0,32000,1,51,999,1,1,1,32000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"1942",2198,1004,97,1,0,2,2,1,2,2,2,3,1,4,2,5,2,2,0,1,19,1,0,0,1,84,999,6,4,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"1943",2199,201,71,1,0,2,2,2,1,2,2,5,1,4,2,1,2,1,0,1,15,1,0,6000,1,924,999,3,6,1,6000,34,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"1944",2200,701,89,4,0,2,2,1,2,2,1,1,1,4,2,5,2,2,0,1,19,1,13200,0,1,425,999,6,1,2,13200,224,2,1,2,1,1000,1,0,0,1,0,1,4,"0"
"1945",2201,802,106,1,2,2,1,2,2,2,2,5,3,4,3,5,3,3,0,3,22,2,0,15000,4,999,999,1,6,1,15000,36,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1946",2202,1002,41,4,0,2,2,1,2,2,1,1,1,4,3,5,3,3,36000,1,21,2,12000,18000,1,190,999,1,1,2,66000,327,2,1,1,1,1000,1,0,0,1,0,1,3,"0"
"1947",2203,702,64,4,0,2,2,1,2,2,1,3,1,4,3,5,3,3,0,1,23,1,0,40000,1,782,999,1,4,2,40100,240,2,1,4,6,4005,10,1,0,1,0,0,4,"0"
"1948",2204,507,97,1,0,1,2,1,2,2,2,1,1,3,2,5,2,2,15000,1,22,1,27000,9000,2,89,26,6,1,1,51000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"1949",2205,803,80,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,2,0,80000,2,50,32,1,6,1,80000,9,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"1950",2206,1102,71,1,2,2,1,1,2,2,2,2,1,4,3,5,3,3,4500,1,16,2,26500,0,4,999,999,6,3,1,31400,36,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"1951",2207,504,14,1,0,2,2,1,2,2,2,5,1,4,3,5,3,3,0,3,14,1,0,0,1,939,999,6,6,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"1952",2208,604,73,1,0,1,2,2,2,2,2,1,1,4,2,1,2,1,0,1,21,2,0,0,1,22,999,3,1,1,0,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"1953",2209,805,60,1,0,1,2,2,2,2,2,3,1,4,3,5,3,3,0,1,24,2,0,157000,2,22,50,1,4,1,177000,39,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"1954",2210,1103,98,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,49600,1,24,1,45500,900,2,22,50,6,1,1,99000,23,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"1955",2211,403,110,1,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,19,2,0,36000,1,261,999,1,1,1,36000,25,1,2,4,2,3000,2,0,1,1,0,0,1,"0"
"1956",2212,702,210,1,0,2,2,2,1,2,1,5,1,4,3,5,3,3,0,1,16,2,0,32500,1,275,999,1,6,1,32500,25,2,1,3,8,8000,15,0,0,1,1,0,1,"0"
"1957",2213,201,16,1,0,2,2,1,2,2,2,1,1,4,3,5,2,2,0,1,19,1,24000,0,1,88,999,6,1,1,24000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"1958",2214,502,89,1,0,1,2,1,2,2,2,2,1,4,3,5,3,3,0,1,19,1,18000,0,4,999,999,6,3,1,18600,25,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"1959",2215,1201,74,1,0,1,2,2,1,2,2,1,1,4,3,5,3,3,0,1,21,2,0,0,2,22,26,1,1,1,16000,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"1960",2216,612,44,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,2,0,40000,2,32,50,1,6,1,40000,36,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"1961",2219,611,63,4,2,1,1,2,2,2,2,5,1,4,3,5,3,3,0,2,19,2,0,17000,4,999,999,1,6,2,17000,210,1,2,4,6,4015,4,1,0,1,0,0,4,"0"
"1962",2220,608,107,4,0,2,2,1,2,2,1,1,1,4,2,5,2,2,9000,1,16,2,16600,0,1,429,999,6,1,2,25600,239,2,1,3,1,1000,1,0,0,1,0,1,4,"0"
"1963",2221,802,49,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,21,2,0,120000,2,51,210,1,6,1,120200,9,1,2,3,9,9000,29,0,0,2,1,1,1,"0"
"1964",2222,503,56,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,16,2,0,168000,1,924,999,1,1,1,168000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1965",2223,703,119,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,13,2,0,0,2,51,32,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"1966",2224,1104,49,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,140000,4,999,999,1,1,1,150200,6,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1967",2225,805,54,1,0,1,2,1,2,2,2,3,1,4,3,5,3,3,0,1,18,1,12000,60000,1,50,999,1,4,1,72000,34,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"1968",2228,601,117,1,0,1,2,2,2,2,1,1,3,4,3,5,3,3,0,3,21,2,0,90000,4,999,999,1,2,1,90000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1969",2230,701,188,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,50000,1,142,999,1,2,1,52000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"1970",2232,201,58,1,0,2,2,1,1,2,2,5,1,4,2,5,2,2,0,1,20,2,11900,0,2,22,50,6,6,1,11900,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"1971",2233,609,38,1,0,1,2,2,2,2,1,1,3,4,3,5,3,3,0,1,21,2,0,77000,1,190,999,1,1,1,77000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1972",2234,505,71,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,2,19,1,0,3000,4,999,999,1,6,1,3000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"1973",2235,505,126,2,0,1,2,2,2,2,1,1,3,4,3,5,3,3,0,1,19,2,0,54000,1,335,999,1,1,1,54000,72,1,2,4,3,5019,3,0,0,1,0,0,2,"0"
"1974",2236,805,101,4,0,2,2,1,2,2,1,1,1,4,2,5,2,2,0,1,22,2,8000,0,1,129,999,6,1,2,8000,157,2,1,1,1,1000,1,0,0,1,0,1,5,"0"
"1975",2237,706,58,1,2,2,1,2,2,2,1,5,1,4,3,5,3,3,0,1,21,1,0,40000,1,275,999,1,6,1,40000,25,1,2,1,9,9000,38,0,1,2,1,0,1,"0"
"1976",2238,503,34,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,24,1,0,120000,1,534,999,1,1,2,120000,427,1,2,2,2,3000,2,0,1,1,0,0,6,"0"
"1977",2239,507,60,1,2,2,1,1,2,2,2,2,1,4,2,3,2,2,1200,1,19,1,3600,0,1,51,999,6,3,1,4800,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"1978",2240,503,65,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,19,1,0,76000,1,195,999,1,6,1,76150,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"1979",2242,1004,205,1,0,1,2,2,2,2,2,1,1,3,3,5,3,3,0,1,17,1,0,85000,1,142,999,1,1,1,85000,42,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"1980",2243,704,73,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,20000,2,50,22,1,1,1,20000,12,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1981",2244,702,73,2,0,2,2,1,1,2,2,1,1,4,3,5,3,3,0,1,1,2,0,32000,1,261,999,1,2,1,32000,72,2,1,3,8,8000,15,0,0,1,1,0,2,"0"
"1982",2245,1101,67,4,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,60000,1,308,999,1,1,2,60000,333,1,2,1,2,3000,2,0,1,1,0,0,3,"0"
"1983",2246,506,10,1,0,2,2,2,1,2,2,5,3,4,3,5,3,3,0,1,17,1,0,5400,4,999,999,6,6,1,5400,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"1984",2248,906,69,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,3,19,1,0,5400,2,50,22,6,6,1,5400,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1985",2249,801,47,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,3,22,2,0,38000,2,51,50,1,6,1,39000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1986",2250,201,19,1,0,1,2,2,2,2,2,1,1,4,2,5,2,2,0,1,24,2,0,0,2,51,100,6,1,1,0,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1987",2251,801,88,5,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,22,1,0,34000,1,706,999,1,6,2,34000,207,1,2,4,6,4000,5,1,0,1,0,0,4,"0"
"1988",2252,201,11,1,0,1,2,2,2,2,2,1,1,4,2,5,2,2,0,1,16,2,12000,0,1,142,999,6,1,1,12000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"1989",2253,201,19,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,8000,1,18,2,10700,0,1,935,999,6,1,1,18700,9,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"1990",2254,401,107,1,0,1,2,2,2,2,2,1,1,3,3,5,3,3,0,1,16,2,0,40000,2,51,26,1,1,1,40000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1991",2255,503,40,1,0,2,2,1,1,2,2,5,1,4,2,5,2,2,0,1,1,1,14800,0,1,22,999,6,6,1,14800,33,2,1,3,1,1000,1,0,0,1,0,1,1,"1"
"1992",2256,606,52,1,0,2,2,1,2,2,2,1,1,4,2,5,2,2,7500,1,21,2,18000,0,1,195,999,6,1,1,25500,36,2,1,2,9,9000,29,0,0,2,1,1,1,"0"
"1993",2257,607,51,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,21,1,0,175000,4,999,999,1,1,2,175000,224,1,2,3,1,1000,1,0,0,1,0,1,4,"0"
"1994",2258,612,111,1,0,1,2,2,2,2,2,3,2,4,3,5,3,3,0,1,22,2,0,78000,2,924,50,1,4,1,80000,6,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"1995",2259,100,14,1,0,1,2,2,2,2,2,3,1,4,3,5,3,3,0,1,19,2,0,65000,4,999,999,1,4,1,65000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"1996",2260,805,78,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,140000,1,998,999,1,6,1,140000,34,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"1997",2261,1003,56,5,0,2,2,2,1,2,1,1,1,4,3,5,3,3,0,1,9,1,0,50000,1,84,999,1,1,2,50000,129,2,1,3,1,1000,1,0,0,1,0,1,5,"0"
"1998",2262,606,62,4,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,11,1,0,0,2,706,782,1,6,2,0,240,1,2,2,6,4000,5,1,0,1,0,0,4,"0"
"1999",2263,906,65,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,12,1,0,0,4,999,999,6,6,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2000",2264,801,4,1,0,1,2,2,2,2,2,5,3,4,2,3,2,1,0,3,19,1,0,6500,1,706,999,6,6,1,6500,6,1,2,2,6,4000,5,1,0,1,0,0,1,"0"
"2001",2265,608,45,4,2,2,1,1,2,2,1,2,1,4,2,5,2,2,0,1,11,2,4800,0,1,706,999,6,3,2,4800,207,1,1,1,6,4000,5,1,0,1,0,0,4,"1"
"2002",2266,701,74,1,0,1,2,2,2,2,2,1,3,2,3,5,3,3,37000,1,22,1,0,145000,4,999,999,1,1,1,182000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2003",2267,906,52,1,0,1,2,2,2,2,2,1,1,4,3,3,1,3,11500,1,21,1,0,18000,2,50,939,1,1,1,99500,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2004",2268,402,61,1,0,1,2,1,2,2,2,1,1,4,2,5,2,2,40000,1,12,1,0,0,2,84,51,6,1,1,40000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"2005",2269,603,90,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,18000,1,51,999,1,1,1,18000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2006",2270,1101,71,1,0,1,2,2,2,2,2,3,1,4,3,5,3,3,0,1,19,2,0,104000,1,51,999,1,4,1,104000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2007",2271,801,150,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,3,19,1,0,570,4,999,999,6,6,1,570,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2008",2273,805,95,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,14,1,0,3000,1,3,999,6,6,1,3000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2009",2274,606,82,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,1,21,1,0,5000,2,32,50,6,6,1,5000,25,1,2,3,9,9000,24,1,0,2,0,1,1,"0"
"2010",2276,804,145,1,0,2,2,2,1,2,2,5,1,4,2,5,2,2,0,2,14,1,0,0,2,261,902,6,6,1,0,25,2,1,1,9,9000,29,0,0,2,1,1,1,"0"
"2011",2277,1001,110,1,0,2,2,2,1,2,2,3,1,4,2,5,2,2,0,1,19,2,0,0,1,22,999,6,4,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2012",2278,706,53,1,0,1,2,1,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,0,1,939,999,1,1,1,25000,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2013",2279,504,34,1,0,2,2,2,1,2,2,5,1,4,2,5,2,2,0,2,12,1,0,0,4,999,999,1,6,1,0,25,2,1,4,6,4014,9,1,0,1,0,0,1,"0"
"2014",2280,803,15,1,0,2,2,2,1,2,2,5,1,4,2,5,2,2,0,1,19,1,0,0,1,706,999,6,6,1,10400,25,2,1,1,6,4000,5,1,0,1,0,0,1,"1"
"2015",2282,201,68,1,0,2,2,2,1,2,2,3,1,4,2,5,2,2,0,1,16,2,0,0,2,142,50,6,4,1,20400,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2016",2283,1004,24,3,0,2,2,2,2,2,2,1,1,4,3,5,3,3,0,1,17,1,0,0,4,999,999,6,2,1,1500,210,2,2,1,6,4008,6,1,0,1,0,0,4,"1"
"2017",2284,606,52,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,85000,1,142,999,1,1,1,85000,36,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2018",2286,201,14,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,24,2,0,125000,1,32,999,1,6,1,125000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2019",2287,401,110,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,16,1,0,29500,2,935,26,1,6,1,29500,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2020",2288,1104,116,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,2,19,1,0,12500,2,88,26,1,6,1,12500,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
