"SPORDER","PUMA","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","JWTRNS","LANX","MAR","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","WAOB","Class"
1,503,68,1,7,2,0,2,2,1,2,2,0,1,2,1,2,1,2,1985,1,4,3,5,3,3,0,1,20,1,26400,70000,45,52,1,1,51,999,1,7072,1,1,0,810,70000,96400,25,501,500,25,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,201,31,1,3,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2012,1,4,3,5,3,3,0,1,22,1,0,67000,45,52,1,2,998,50,1,7860,1,1,0,2310,67000,67000,17,496,290,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
3,403,182,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,9600,50,52,1,4,999,999,1,4771,6,1,0,1021,9600,9600,25,501,600,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,804,33,1,1,NA,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,22,2,0,90000,40,52,NA,4,999,999,1,7071,6,1,0,4920,90000,90000,34,501,800,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,904,218,1,2,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,2,0,88000,40,52,1,2,50,51,1,8680,6,1,0,20,88000,88000,12,501,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
4,502,167,1,1,NA,0,2,2,2,1,2,0,NA,1,5,NA,NA,NA,NA,1,NA,2,5,2,2,0,2,14,1,0,7000,15,8,2,1,222,999,6,4971,6,1,1,9645,7000,7000,25,383,NA,NA,2,1,3,8,8000,15,0,0,1,1,0,1,1,"No"
2,905,147,4,6,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2017,3,4,3,5,3,3,0,1,20,1,0,3000,40,52,NA,4,999,999,1,1190,1,2,0,4700,6000,6000,332,358,600,25,1,2,4,2,3000,2,0,1,1,0,0,0,3,"No"
1,613,54,3,NA,2,0,2,2,1,2,2,0,NA,2,1,2,2,2,2014,1,4,2,5,2,2,9500,1,22,2,8400,0,NA,NA,2,1,51,999,6,NA,1,1,0,NA,0,17900,120,378,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,5,"No"
3,1002,47,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,2,0,40000,40,52,1,2,26,22,1,7480,6,1,0,3424,40000,40000,25,355,1000,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,611,84,1,2,NA,0,2,2,2,1,2,0,10,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,21,2,0,38400,30,52,NA,4,999,999,1,7870,6,1,0,5740,38400,38400,25,245,600,25,2,1,2,8,8000,15,0,0,1,1,0,0,1,"No"
1,802,102,5,6,2,2,2,1,2,2,2,0,11,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,23,2,0,120,5,20,1,1,416,999,1,5491,6,2,0,4760,2120,2120,212,13,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,4,"No"
1,706,122,1,NA,2,2,2,1,1,2,2,6000,NA,2,1,2,2,2,2003,1,4,2,5,2,2,11600,1,21,1,38500,0,NA,NA,2,2,22,87,6,NA,1,1,0,NA,0,56100,25,501,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
4,608,44,1,1,NA,2,1,1,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,14000,20,52,NA,4,999,999,1,5276,6,1,0,4760,14000,14000,55,501,600,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,1102,59,1,2,2,0,1,2,2,2,2,0,11,2,1,2,1,2,2007,1,4,3,5,3,3,0,1,21,1,0,130000,50,52,1,3,996,999,1,6992,1,1,0,860,130000,130000,54,501,1100,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
6,1104,35,1,NA,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,2018,1,4,3,5,3,3,0,1,13,1,0,0,NA,NA,NA,4,999,999,6,NA,2,1,0,NA,0,0,25,501,NA,NA,1,2,1,8,8000,15,0,0,1,1,0,0,1,"No"
1,802,805,1,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,3,4,2,5,2,2,0,3,16,1,0,0,NA,NA,2,1,32,999,6,NA,6,1,NA,NA,0,0,26,NA,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,NA,1,"No"
1,702,226,4,1,2,0,2,2,2,1,2,0,1,1,3,2,1,2,2010,1,4,3,5,3,3,0,1,19,2,0,9000,8,52,1,1,275,999,1,8191,4,2,0,3649,9000,17400,329,62,600,25,2,1,1,8,8000,15,0,0,1,1,0,0,3,"No"
2,601,99,1,1,2,0,1,2,2,2,2,1000,1,2,1,2,1,2,2008,1,4,3,5,3,3,0,1,21,1,0,220000,40,52,1,1,187,999,1,7380,1,1,0,1022,220000,221000,25,501,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,605,228,4,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2015,1,4,3,5,3,3,0,1,21,1,0,40000,1,52,1,1,615,999,1,7380,1,2,0,8760,40000,40000,210,193,900,25,1,2,3,6,4015,4,1,0,1,0,0,0,4,"No"
2,609,77,1,NA,2,0,1,2,2,2,2,0,NA,2,1,2,3,2,1986,1,4,2,5,2,2,48000,1,22,2,0,0,NA,NA,2,2,998,190,6,NA,1,1,0,NA,0,48000,25,501,NA,NA,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,802,196,2,4,2,0,1,2,2,2,2,0,1,1,3,2,1,2,2017,3,4,3,5,3,3,0,1,24,2,0,18000,40,36,1,1,261,999,1,8192,4,1,0,1825,18000,18000,72,115,800,25,1,2,4,8,8000,15,0,0,1,1,0,0,2,"No"
1,505,20,1,1,NA,0,1,2,2,2,2,50,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,19,2,0,4600,20,24,1,2,50,51,1,5071,6,1,NA,3421,4600,4650,25,NA,500,25,1,2,1,1,1000,1,0,0,1,0,1,NA,1,"No"
1,905,93,4,1,2,0,1,2,2,2,2,0,11,1,1,2,1,2,2018,1,4,3,5,3,3,0,1,18,1,0,150000,45,52,1,1,142,999,1,6890,1,2,0,5000,150000,150000,128,501,900,25,1,2,4,1,1000,1,0,0,1,0,1,0,5,"No"
1,610,127,4,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2003,1,4,3,5,3,3,2000,1,16,1,0,50000,40,52,1,4,999,999,1,3960,1,2,0,8760,50000,52000,362,171,500,25,1,2,3,9,9000,29,0,0,2,1,1,0,3,"No"
5,804,37,1,1,NA,0,1,2,2,2,2,0,9,1,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,16,1,0,11700,35,26,NA,4,999,999,1,8680,6,1,0,4140,11700,11700,25,74,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,201,263,1,6,2,0,2,2,2,1,2,0,NA,2,5,NA,NA,NA,NA,3,4,2,1,2,1,0,1,21,1,0,0,40,40,2,1,935,999,3,770,6,1,0,6230,16000,16000,33,104,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,612,110,1,2,2,0,1,2,2,2,2,-2100,1,2,2,2,1,2,1987,1,4,3,5,3,3,1000,1,22,2,0,70000,48,44,1,2,46,939,1,7860,3,1,0,2435,70000,68900,17,476,600,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,805,51,1,3,2,0,1,2,1,2,2,0,2,2,1,2,1,2,1985,1,2,2,5,2,2,50000,1,22,1,21900,18000,35,52,1,1,50,999,1,7860,1,1,0,2310,18000,89900,25,501,800,25,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
4,704,79,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,35000,40,52,1,2,22,935,1,8680,6,1,0,4010,35000,35000,25,309,700,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,905,89,4,1,2,0,1,2,2,2,2,-2100,1,1,1,2,1,2,2005,1,4,3,5,3,3,0,1,24,1,0,310000,40,52,1,1,615,999,1,2190,1,2,0,1430,310000,307900,210,501,500,25,1,2,3,6,4015,4,1,0,1,0,0,0,4,"No"
1,1004,80,4,NA,2,0,2,2,1,2,2,5000,NA,2,3,2,1,2,1994,1,4,3,5,3,3,50000,1,22,2,25600,0,NA,NA,NA,4,999,999,6,NA,4,2,0,NA,0,80600,408,501,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,0,6,"No"
1,704,61,1,1,2,0,1,2,2,2,2,0,1,2,4,2,2,2,2009,1,4,3,5,3,3,0,1,16,1,0,31200,30,52,1,1,51,999,1,8590,5,1,0,4720,31200,31200,25,199,700,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,606,88,4,1,2,0,1,2,2,2,2,4000,1,1,1,2,1,2,1992,3,4,3,5,3,3,0,1,19,1,0,50000,40,52,1,1,210,999,1,7870,1,2,0,4220,50000,54000,303,472,900,25,1,2,1,9,9000,29,0,0,2,1,1,0,3,"No"
1,601,17,1,NA,2,0,2,2,2,1,2,0,NA,2,2,2,2,2,1985,1,4,3,5,3,3,0,1,21,2,12000,0,NA,NA,NA,4,999,999,6,NA,3,1,NA,NA,0,12000,36,NA,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,NA,1,"Yes"
2,1101,108,1,1,2,2,2,1,2,1,2,0,1,2,1,2,1,2,2018,1,4,3,5,3,3,0,1,16,1,0,54000,45,52,1,2,935,903,1,8090,1,1,0,4020,54000,54000,25,501,1100,25,1,1,3,2,3000,2,0,1,1,0,0,0,1,"No"
1,801,98,1,4,NA,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,19,1,0,5000,10,42,NA,4,999,999,1,7870,6,1,NA,2006,5000,5000,12,NA,800,25,1,2,4,1,1000,1,0,0,1,0,1,NA,1,"No"
1,503,237,4,1,2,1,1,1,2,2,2,0,1,1,1,2,2,2,1998,1,4,3,5,3,3,0,1,16,2,190,3100,25,52,NA,1,290,999,1,5392,1,2,0,5740,3100,3290,313,228,500,25,1,2,1,9,9000,29,0,0,2,1,1,0,3,"No"
1,701,117,4,NA,2,0,2,2,1,2,2,0,NA,2,3,2,2,2,2000,1,4,2,5,2,2,0,1,9,1,10800,0,NA,NA,2,1,308,999,6,NA,4,2,0,NA,0,12000,333,83,NA,NA,2,1,2,2,3000,2,0,1,1,0,0,0,3,"Yes"
1,802,59,1,1,NA,2,2,1,2,2,2,0,10,2,5,NA,NA,NA,NA,3,4,2,3,2,2,0,3,20,2,0,4000,20,20,1,2,215,32,1,8680,6,1,NA,310,4000,4000,6,NA,800,25,1,2,3,9,9000,17,0,0,2,0,1,NA,1,"No"
2,502,58,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2004,1,4,3,5,3,2,0,1,16,2,0,30000,25,52,1,2,51,26,1,8680,1,1,0,4110,30000,30000,25,358,500,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,805,53,4,NA,2,0,1,2,2,2,2,0,NA,1,1,2,1,2,1984,3,4,2,5,2,2,0,1,18,2,0,0,NA,NA,2,1,291,999,6,NA,1,2,0,NA,0,0,363,501,NA,NA,1,2,4,9,9000,29,0,0,2,1,1,0,3,"No"
1,503,50,1,7,2,0,1,2,2,1,2,0,1,2,1,2,1,2,1995,1,4,3,5,3,3,0,1,21,1,0,50000,40,52,1,1,94,999,1,770,1,1,0,6230,70000,70000,50,469,500,25,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,301,34,1,2,NA,0,1,2,2,2,2,0,10,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,2,18,2,0,2500,99,20,1,2,190,148,1,9170,6,1,NA,4622,2500,2500,24,NA,290,25,1,2,2,1,1000,1,0,0,1,0,1,NA,1,"No"
2,201,73,1,NA,NA,0,2,2,2,1,2,0,NA,2,5,NA,NA,NA,NA,3,NA,2,3,2,2,0,2,14,1,0,0,NA,NA,2,1,935,999,6,NA,6,1,0,NA,0,0,25,66,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,1,1,"No"
2,301,232,2,1,NA,1,2,1,2,2,2,0,1,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,20,1,0,36000,40,52,1,1,261,999,1,8770,6,1,0,7200,36000,36000,72,181,290,25,1,2,2,8,8000,15,0,0,1,1,0,0,2,"No"
2,608,57,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2016,1,4,2,5,2,2,1400,1,21,2,1400,47000,24,52,1,1,84,999,1,7380,1,1,0,1031,47000,49800,25,501,700,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,905,40,1,6,2,2,2,1,2,2,2,0,11,1,1,2,1,2,2021,1,4,3,5,3,3,0,1,16,1,0,50000,40,52,1,1,223,999,1,6190,1,1,0,9142,60000,60000,11,336,900,25,1,2,3,8,8000,15,0,0,1,1,0,0,1,"No"
1,503,31,1,NA,2,0,2,2,1,2,2,0,NA,2,1,2,1,2,1972,3,4,2,5,2,2,0,1,19,2,5400,0,NA,NA,2,3,996,999,6,NA,2,1,NA,NA,0,5400,25,38,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,NA,1,"Yes"
1,1004,54,1,3,2,2,1,1,1,1,2,0,NA,2,1,2,3,2,2008,1,4,2,5,2,2,11400,1,17,1,18000,0,NA,NA,2,2,26,22,6,9390,1,1,0,8140,0,66400,25,501,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,610,215,5,2,NA,0,2,2,2,1,2,0,12,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,20,2,0,30000,40,52,1,1,336,999,1,8191,6,2,0,3645,30000,30000,332,501,600,25,2,1,2,2,3000,2,0,1,1,0,0,0,3,"No"
1,806,95,3,3,2,0,2,2,2,1,2,0,1,1,4,2,1,2,1989,1,4,3,5,3,3,0,1,18,2,0,31300,40,43,1,1,210,999,1,7860,5,1,0,2825,31300,33600,303,171,800,25,2,1,4,8,8000,15,0,0,1,1,0,0,3,"No"
3,601,55,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,56000,40,52,1,2,51,129,1,770,6,1,0,6230,56000,56000,25,501,600,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,505,53,1,NA,2,0,1,2,1,1,2,0,NA,2,1,2,1,2,1985,1,4,2,5,2,2,20000,1,19,2,10000,0,NA,NA,2,4,999,999,6,NA,1,1,0,NA,0,30000,25,280,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,301,37,1,NA,NA,2,2,1,2,2,2,100,NA,1,5,NA,NA,NA,NA,3,4,2,5,2,2,0,2,21,1,0,0,NA,NA,2,1,706,999,6,NA,6,1,0,NA,0,100,25,0,NA,NA,1,2,4,6,4000,5,1,0,1,0,0,0,1,"No"
1,802,54,4,6,2,2,2,1,2,2,2,100000,11,1,3,2,1,2,1996,1,4,3,5,3,3,0,1,22,1,0,0,5,40,1,1,615,999,1,7390,4,2,0,710,30000,130000,210,501,800,25,1,2,1,6,4015,4,1,0,1,0,0,0,4,"No"
1,905,67,1,6,1,2,1,1,2,2,2,0,1,2,1,2,1,2,1992,1,4,2,1,2,2,0,1,21,1,0,0,20,52,1,2,148,142,1,6992,1,1,0,540,6600,6600,25,175,900,25,1,2,2,2,3000,2,0,1,1,0,0,0,1,"No"
1,1001,98,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,19,1,0,56000,46,52,1,1,26,999,1,2290,6,1,0,1555,56000,56000,25,360,1000,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,805,159,2,NA,2,0,2,2,1,2,2,0,NA,1,4,2,1,2,1996,1,4,2,5,2,2,0,1,16,1,10800,0,NA,NA,2,1,261,999,6,NA,5,1,0,NA,0,10800,72,501,NA,NA,2,1,2,8,8000,15,0,0,1,1,0,0,2,"No"
1,804,43,5,2,NA,2,2,1,2,2,2,0,NA,1,5,NA,NA,NA,NA,1,4,2,3,2,1,0,3,16,2,0,5300,40,16,2,1,706,999,6,9170,6,2,0,5860,5300,5600,207,35,NA,NA,1,2,1,6,4000,5,1,0,1,0,0,0,4,"No"
2,503,66,1,2,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1990,1,4,3,5,3,3,0,1,24,1,0,80000,40,52,1,1,939,999,1,7870,1,1,0,2205,80000,80000,25,470,500,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,702,356,1,2,2,0,2,2,1,2,2,12000,NA,2,5,NA,NA,NA,NA,1,4,1,5,2,3,78000,1,16,1,24000,3700,4,52,2,1,26,999,2,9160,6,1,0,2752,3700,117700,25,501,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,901,49,1,NA,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,2006,3,4,2,5,2,2,0,1,22,2,0,0,NA,NA,2,1,924,999,6,NA,1,1,0,NA,0,0,9,501,NA,NA,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,502,62,1,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,3,19,2,0,0,NA,NA,2,1,50,999,6,NA,6,1,NA,NA,0,0,34,NA,NA,NA,1,2,1,1,1000,1,0,0,1,0,1,NA,1,"No"
2,403,72,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1991,1,4,3,5,3,3,0,1,20,2,0,40000,28,52,1,2,50,22,1,6992,1,1,0,4810,40000,40000,9,501,400,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,402,117,1,1,2,2,1,1,2,2,2,6000,NA,2,5,NA,NA,NA,NA,1,2,1,5,2,3,0,3,22,1,0,280000,60,52,2,1,51,999,2,7870,6,1,0,3402,280000,286000,25,501,NA,NA,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,609,137,5,4,2,2,1,1,2,2,2,0,3,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,24,1,0,66000,55,52,1,1,740,999,1,8191,6,2,0,1650,66000,66000,215,429,800,25,1,2,3,6,4002,7,1,0,1,0,0,0,4,"No"
4,504,70,4,NA,2,0,1,2,1,2,2,0,NA,1,2,2,1,2,1982,1,4,3,5,3,3,0,1,21,2,0,0,NA,NA,NA,4,999,999,6,NA,3,2,0,NA,0,0,207,501,NA,NA,1,1,2,6,4014,9,1,0,1,0,0,0,4,"No"
3,1002,59,1,1,NA,0,1,2,2,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,19,2,0,4000,20,12,2,2,50,22,6,9090,6,1,0,4350,4000,4000,25,501,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,506,83,1,1,NA,0,1,2,2,2,2,0,1,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,18,1,0,38000,40,52,1,1,46,999,1,8970,6,1,0,4500,38000,38000,25,501,500,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,1001,96,1,1,2,0,1,2,2,2,2,0,3,2,1,2,1,2,2001,1,4,3,5,3,3,0,1,22,1,0,146000,35,52,1,4,999,999,1,6890,1,1,0,800,146000,146000,25,501,800,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
11,1102,37,1,2,2,0,1,2,2,2,2,0,1,2,1,2,2,2,2017,1,4,3,5,3,3,0,1,5,2,0,70000,36,52,NA,2,50,210,1,8191,2,1,0,3255,70000,70000,25,501,1100,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,100,25,1,NA,2,0,2,2,1,2,2,18000,NA,2,2,2,1,2,1967,1,2,3,5,3,3,14100,1,21,1,28800,0,NA,NA,NA,4,999,999,6,NA,3,1,0,NA,0,60900,25,431,NA,NA,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,1301,124,1,8,2,0,1,2,2,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,8300,1,12,2,0,0,NA,NA,2,2,84,51,6,8660,6,1,0,4600,0,11200,25,83,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,905,61,4,7,2,0,1,2,2,2,2,0,1,1,1,2,1,2,1984,1,4,3,5,3,3,0,1,19,1,0,715000,60,52,1,2,239,200,1,6671,1,2,0,2905,715000,715000,373,501,900,25,1,2,1,9,9000,29,0,0,2,1,1,0,3,"No"
3,902,40,1,1,NA,0,1,2,2,2,2,0,3,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,21,1,0,110000,40,52,NA,4,999,999,1,6992,6,1,0,4710,110000,110000,25,501,4100,36,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,1004,90,1,2,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,2,0,75000,40,46,1,1,50,999,1,7580,6,1,0,3255,75000,75000,25,483,1290,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,501,41,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,2,21,1,0,55000,40,52,1,1,902,999,1,7470,6,1,0,2850,55000,55000,25,495,800,25,1,2,3,2,3000,2,0,1,1,0,0,0,1,"No"
1,703,58,1,3,2,0,1,2,2,2,2,0,1,2,1,2,2,2,2021,1,4,3,5,3,3,0,1,21,2,0,75000,35,40,1,2,50,26,1,9370,1,1,0,5000,75000,75000,25,501,700,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,505,31,5,1,NA,2,2,1,2,2,2,0,NA,1,5,NA,NA,NA,NA,2,4,2,5,2,2,0,3,19,2,0,4800,32,5,2,1,152,999,6,8590,6,2,NA,3960,4800,4800,154,NA,NA,NA,1,2,4,1,1000,1,0,0,1,0,1,NA,5,"No"
1,503,47,1,2,2,0,2,2,1,2,2,0,NA,2,3,2,1,2,1973,1,4,2,5,2,2,0,1,21,2,28500,900,10,2,2,1,20,999,6,8290,4,1,0,3255,900,29400,25,201,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,906,68,4,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,1994,1,4,3,5,3,3,0,1,21,1,0,58000,48,52,1,1,171,999,1,8170,1,2,0,3602,58000,58000,164,500,800,25,1,2,1,1,1000,1,0,0,1,0,1,0,5,"No"
1,612,52,1,3,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1998,1,4,3,5,3,3,0,1,22,1,0,105000,37,52,1,1,190,999,1,9370,1,1,0,440,105000,105000,34,501,600,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
3,402,404,1,NA,NA,0,2,2,2,1,2,0,NA,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,11,2,0,0,NA,NA,NA,1,291,999,NA,NA,6,1,1,NA,NA,0,25,28,NA,NA,2,1,3,9,9000,29,0,0,2,1,1,1,1,"No"
1,604,95,1,1,2,0,1,2,2,2,2,24000,1,2,1,2,1,2,2001,1,4,3,5,3,3,0,1,22,2,0,1500,10,20,1,4,999,999,1,5171,1,1,0,4720,1500,25500,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,1301,19,1,NA,2,0,2,2,1,1,2,0,NA,2,2,2,1,2,1990,3,4,3,5,3,3,0,1,22,1,0,0,NA,NA,NA,4,999,999,6,NA,3,1,NA,NA,0,0,36,NA,NA,NA,2,1,4,1,1000,1,0,0,1,0,1,NA,1,"Yes"
1,802,51,1,3,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2020,1,4,3,5,3,3,0,1,22,2,0,75000,40,52,1,2,22,32,1,7860,1,1,0,2330,75000,75000,25,501,800,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,806,39,1,7,2,0,1,2,2,2,2,0,1,2,3,2,1,2,1993,1,4,3,5,3,3,0,1,19,1,0,50000,40,52,1,1,148,999,1,4585,4,1,0,52,50000,50000,25,318,800,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,603,84,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1988,1,4,2,5,2,3,0,1,20,2,0,63000,35,52,1,1,939,999,1,7980,1,1,0,3310,63000,63000,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,503,71,1,1,2,0,1,2,2,2,2,0,11,2,1,2,2,2,2002,1,4,3,5,3,3,0,1,22,2,0,300000,40,52,1,1,22,999,1,7460,1,1,0,120,300000,300000,39,501,500,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,611,73,1,1,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,3,19,1,0,0,NA,NA,2,1,195,999,6,8680,6,1,NA,4055,0,0,37,NA,NA,NA,1,2,4,1,1000,1,0,0,1,0,1,NA,1,"No"
1,301,10,1,4,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,3,18,1,0,5000,25,35,NA,4,999,999,1,8680,6,1,NA,310,5000,5000,29,NA,290,25,1,2,4,1,1000,1,0,0,1,0,1,NA,1,"No"
2,1102,105,4,7,2,1,2,1,2,2,2,8200,1,2,1,2,1,2,1999,1,4,3,5,3,3,0,1,13,1,0,14400,40,52,1,1,50,999,1,8870,1,2,0,8140,24600,32800,119,189,1100,25,1,2,3,1,1000,1,0,0,1,0,1,0,5,"No"
3,1103,36,1,1,2,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,87000,40,50,1,1,939,999,1,7590,6,1,0,1021,87000,87000,25,501,1100,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,506,88,1,2,2,0,2,2,1,2,2,6000,1,2,1,2,1,2,1978,1,2,3,5,3,3,3100,1,20,1,29900,58000,24,52,1,2,931,50,1,8191,1,1,0,3220,58000,97000,25,501,500,25,2,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,1002,99,1,7,2,2,2,1,1,2,2,260,1,2,1,2,1,2,1982,1,4,3,5,3,3,0,1,23,1,12900,195000,45,52,1,1,935,999,1,7270,1,1,0,2100,195000,208160,25,501,1000,25,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,1001,88,1,1,2,0,1,2,1,2,2,0,1,2,3,2,1,2,1975,1,4,3,5,3,3,0,1,19,2,3000,45000,40,52,1,1,935,999,1,8191,4,1,0,5740,45000,48000,25,334,1000,25,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
8,705,149,5,1,NA,0,2,2,2,1,2,0,1,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,13,2,0,2700,30,10,1,1,222,999,1,9070,6,2,0,8310,2700,2700,313,295,700,25,2,1,4,9,9000,62,0,1,3,1,1,0,3,"No"
