"SPORDER","PUMA","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","JWTRNS","LANX","MAR","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","WAOB","Class"
1,605,95,1,6,2,0,2,2,2,1,2,0,NA,1,3,2,1,2,2010,3,4,2,3,2,1,0,1,19,2,0,0,6,24,2,1,360,999,6,7690,4,1,0,3603,2400,2400,25,10,NA,NA,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,904,64,1,1,NA,0,1,2,2,2,2,0,2,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,2,19,2,0,20500,30,52,1,1,336,999,1,5392,6,1,0,4720,20500,20500,25,100,900,25,1,2,2,2,3000,2,0,1,1,0,0,0,1,"No"
1,1004,55,1,NA,2,0,1,2,1,2,2,6500,NA,2,2,2,1,2,1958,1,4,2,5,2,2,0,1,21,2,21000,0,NA,NA,2,2,50,22,6,NA,3,1,0,NA,0,27500,42,189,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,906,47,1,1,2,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,2,0,50000,40,48,1,3,996,999,1,7390,6,1,0,4710,50000,50000,25,317,900,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,906,15,1,1,NA,0,2,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,3,5,2,2,0,3,16,1,0,10000,25,52,2,1,924,999,6,8680,6,1,NA,4130,10000,10000,25,NA,NA,NA,2,2,2,1,1000,1,0,0,1,0,1,NA,1,"No"
1,601,65,1,NA,2,0,2,2,1,2,2,0,NA,2,1,2,1,2,1982,1,4,2,5,2,2,62000,1,21,2,28600,0,NA,NA,2,2,22,32,6,NA,1,1,0,NA,0,90600,25,501,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,503,40,1,2,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1989,1,4,3,5,3,3,0,1,23,1,0,80000,50,52,1,1,425,999,1,8191,1,1,0,3090,80000,80000,25,501,500,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,1004,47,1,3,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,22,2,0,45000,40,52,1,1,84,999,1,7860,6,1,0,1822,45000,45000,25,292,1100,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,611,226,5,1,NA,0,1,2,2,2,2,0,2,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,21,1,0,80000,40,52,1,1,615,999,1,7380,6,2,0,1022,80000,80000,210,501,600,25,1,2,3,6,4015,4,1,0,1,0,0,0,4,"No"
2,612,287,1,2,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1991,1,4,3,5,3,3,0,1,16,2,0,45000,40,52,1,2,51,50,1,8191,1,1,0,5860,45000,45000,25,501,600,25,1,2,3,6,4002,7,1,0,1,0,0,0,1,"No"
1,401,13,1,3,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2016,1,4,3,5,3,3,0,1,21,1,0,62000,42,52,1,2,89,50,1,9470,1,1,0,3740,62000,62000,25,501,290,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
3,613,56,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,2,14,2,0,9400,14,50,1,2,88,22,1,4771,6,1,1,4720,9400,9400,25,501,600,25,1,2,4,1,1000,1,0,0,1,0,1,1,1,"No"
1,702,42,4,1,2,0,2,2,2,1,2,0,NA,1,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,16,2,0,31600,38,52,2,1,252,999,6,1270,6,2,0,9640,31600,31600,329,157,NA,NA,2,1,2,9,9000,38,0,1,2,1,0,0,3,"No"
2,701,72,1,1,2,2,1,1,2,2,2,0,1,2,1,2,3,2,2010,1,4,3,5,3,3,0,1,19,2,0,32000,35,52,1,4,999,999,1,7860,1,1,0,9121,32000,32000,24,501,700,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,201,13,1,1,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,40000,30,48,1,2,22,935,1,770,6,1,0,6230,40000,40000,25,454,290,25,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,1103,60,1,2,2,0,2,2,2,1,2,100,NA,2,5,NA,NA,NA,NA,3,4,2,1,2,2,0,1,21,1,0,5000,50,37,2,1,50,999,6,7860,6,1,0,2310,5000,5100,25,314,NA,NA,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,904,82,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2005,1,4,3,5,3,3,0,1,20,1,0,100000,40,52,1,1,50,999,1,6680,1,1,0,7340,100000,100000,25,501,900,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,1101,101,4,3,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2000,1,4,3,5,3,3,36000,1,19,1,0,40000,40,50,1,1,336,999,1,8090,1,2,0,4230,40000,76000,332,501,1100,25,1,2,3,2,3000,2,0,1,1,0,0,0,3,"No"
1,1201,132,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2013,1,4,3,5,3,3,0,1,24,1,0,155000,40,52,1,2,51,32,1,7290,1,1,0,1360,155000,155000,36,501,1290,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,802,56,1,6,2,0,1,2,2,2,2,0,10,2,1,2,1,2,2011,1,4,3,5,3,3,0,1,23,2,0,0,50,52,NA,4,999,999,1,8680,1,1,0,7800,5000,5000,36,501,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
4,403,198,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,NA,3,5,3,3,0,2,13,2,0,6000,15,52,1,4,999,999,1,5392,6,1,1,9645,6000,6000,25,501,400,25,1,2,3,1,1000,1,0,0,1,0,1,1,1,"No"
2,607,132,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,19,2,0,5000,25,12,NA,1,195,999,1,8590,6,1,0,4435,5000,5000,25,501,900,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,505,275,1,1,NA,1,1,1,2,2,2,0,NA,1,5,NA,NA,NA,NA,3,4,2,3,2,1,0,3,19,1,0,6500,20,20,2,1,529,999,6,8680,6,1,0,4110,6500,6500,34,41,NA,NA,1,2,2,2,3000,2,0,1,1,0,0,0,1,"No"
1,601,58,1,NA,2,0,2,2,1,2,2,0,NA,2,2,2,1,1,1958,1,4,2,5,2,2,15600,1,16,2,0,0,NA,NA,2,2,51,429,6,NA,3,1,0,NA,0,15600,25,108,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,906,75,4,1,2,0,1,2,2,2,2,0,11,1,1,2,1,2,1995,1,4,3,5,3,3,0,1,21,1,0,200000,40,52,1,1,615,999,1,6970,1,2,0,1021,200000,200000,210,501,900,25,1,2,3,6,4015,4,1,0,1,0,0,0,4,"No"
1,905,44,5,NA,2,0,2,2,2,1,2,0,NA,1,1,2,1,2,2005,3,4,3,5,3,2,0,1,12,2,0,0,NA,NA,2,4,999,999,6,NA,1,2,0,NA,0,0,332,126,NA,NA,2,1,3,2,3000,2,0,1,1,0,0,0,3,"No"
1,802,53,1,2,2,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,22,2,0,84000,40,52,1,2,26,22,1,9170,6,1,0,705,84000,84000,36,501,800,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,402,64,1,1,2,0,2,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,2,1,1,1,0,1,20,2,0,10000,50,52,1,1,51,999,1,770,6,1,0,6355,10000,10000,33,63,400,25,2,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,1004,74,1,2,2,0,1,2,2,2,2,340,1,2,1,1,1,2,2022,1,4,3,5,3,3,0,1,21,1,0,100000,40,52,1,2,142,84,1,8191,1,1,0,3220,100000,102040,25,501,1000,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
4,702,51,1,1,2,0,1,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,19,2,6600,4000,6,3,NA,4,999,999,1,5071,6,1,0,9645,4000,15900,25,101,700,25,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,1201,6,1,1,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,3,4,2,5,2,2,0,3,18,1,0,0,NA,NA,2,2,902,51,6,7380,6,1,NA,1050,0,0,36,NA,NA,NA,1,2,3,2,3000,2,0,1,1,0,0,NA,1,"No"
2,1101,108,5,1,2,0,2,2,2,1,2,0,1,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,6,2,0,29000,35,52,1,1,510,999,1,8290,6,2,0,8300,29000,29000,408,406,1100,25,2,1,4,2,3000,2,0,1,1,0,0,0,6,"No"
3,1104,95,3,1,NA,0,2,2,2,1,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,40000,40,40,NA,4,999,999,1,6890,6,1,0,850,40000,40000,163,501,1100,25,2,1,1,9,9000,29,0,0,2,1,1,0,5,"No"
1,905,52,1,1,2,2,2,1,1,2,2,0,1,2,3,2,1,2,1977,1,4,2,5,2,2,0,1,20,2,0,10000,12,52,1,1,939,999,1,8290,4,1,0,4622,10000,10000,25,501,900,25,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
8,602,73,5,1,2,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,22,1,0,70000,40,52,NA,4,999,999,1,7860,6,2,0,230,70000,70000,301,445,600,25,1,2,3,8,8000,15,0,0,1,1,0,0,7,"No"
2,1102,115,3,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2018,1,4,3,5,3,3,0,1,16,2,0,30000,40,52,NA,4,999,999,1,5392,1,1,0,4720,30000,30000,100,356,1100,25,1,2,3,1,1000,1,0,0,1,0,1,0,5,"Yes"
1,501,27,1,1,2,2,2,1,1,2,2,21900,1,2,1,2,1,2,1984,1,4,2,5,2,3,0,1,21,2,0,140000,40,52,1,4,999,999,1,7290,1,1,0,1305,140000,161900,25,501,500,25,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,613,91,4,1,2,0,2,2,2,1,2,0,10,1,1,2,1,2,2002,1,4,3,5,3,3,0,3,22,2,0,86000,45,52,NA,4,999,999,1,8770,1,2,0,5740,86000,86000,217,501,500,25,2,1,3,6,4000,5,1,0,1,0,0,0,4,"No"
1,804,112,4,1,2,0,2,2,2,1,2,0,1,2,1,2,1,2,2010,3,4,3,5,3,3,0,1,21,2,0,34000,36,52,1,1,308,999,1,7680,1,2,0,3930,34000,34000,333,258,800,25,2,1,3,2,3000,2,0,1,1,0,0,0,3,"No"
1,301,67,4,1,NA,0,1,2,2,2,2,0,NA,1,5,NA,NA,NA,NA,3,4,3,5,3,3,0,2,18,2,0,5000,6,20,NA,4,999,999,6,8680,6,2,NA,4130,5000,5000,207,NA,NA,NA,1,2,1,6,4005,10,1,0,1,0,0,NA,4,"No"
3,704,65,1,2,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,22,1,0,16400,19,52,1,4,999,999,1,6770,6,1,0,5320,16400,16400,13,501,700,25,2,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,802,137,1,1,NA,0,1,2,2,2,2,0,NA,1,5,NA,NA,NA,NA,1,NA,2,5,2,2,0,2,14,2,0,0,NA,NA,2,4,999,999,6,5276,6,1,1,4720,0,0,25,72,NA,NA,1,2,2,8,8000,15,0,0,1,1,0,1,1,"No"
2,1102,71,1,4,2,0,1,2,2,2,2,20,1,2,1,2,1,2,1995,1,4,3,5,3,3,0,1,21,1,0,93000,50,52,1,2,510,920,1,7870,1,1,0,230,93000,93020,25,501,1100,25,1,2,2,9,9000,90,0,1,3,1,0,0,1,"No"
1,608,110,1,1,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,2017,1,4,1,5,3,3,0,1,22,2,0,18000,20,52,NA,4,999,999,2,7280,1,1,0,800,19000,19000,25,501,NA,NA,1,2,3,9,9000,29,0,0,2,1,1,0,1,"No"
2,501,89,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,2,3,0,1,21,2,0,60000,40,52,1,2,231,924,1,770,6,1,0,220,60000,60000,25,387,500,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,905,46,1,5,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1995,1,4,3,5,3,3,0,1,20,2,0,78000,36,52,1,1,50,999,1,8191,1,1,0,3220,78000,78000,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,100,116,4,NA,2,0,1,2,2,1,2,0,NA,1,1,2,2,2,2017,1,4,2,5,2,2,0,1,16,2,0,0,NA,NA,2,2,275,50,6,NA,1,2,0,NA,0,7500,329,410,NA,NA,1,1,1,9,9000,29,0,0,2,1,1,0,3,"No"
4,401,11,1,5,2,0,1,2,1,2,1,90,NA,2,1,2,1,2,1968,1,2,2,5,2,2,31100,1,21,1,5600,0,NA,NA,2,2,22,88,6,6370,1,1,0,5540,0,79990,50,501,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
3,502,44,3,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2021,1,4,3,5,3,3,0,1,19,2,0,42000,43,52,1,4,999,999,1,6690,1,1,0,5810,42000,42000,110,501,500,25,1,2,4,1,1000,1,0,0,1,0,1,0,5,"No"
1,402,65,1,1,2,0,1,2,2,2,2,0,1,2,1,2,2,2,2021,1,4,3,5,3,3,0,1,16,1,0,50000,40,49,1,1,51,999,1,2970,1,1,0,1555,50000,50000,25,400,400,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,201,71,1,1,2,0,2,2,2,2,2,0,NA,2,3,2,1,2,1994,3,4,3,5,3,3,0,1,17,1,0,0,NA,NA,NA,1,903,999,6,5392,4,1,NA,7315,0,0,25,NA,NA,NA,2,2,2,2,3000,2,0,1,1,0,0,NA,1,"No"
2,607,172,1,NA,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,1984,1,4,2,5,2,2,0,1,23,2,0,0,NA,NA,2,4,999,999,6,NA,1,1,0,NA,0,0,25,402,NA,NA,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,1103,165,5,6,2,0,2,2,2,2,2,0,1,1,1,2,1,2,2015,1,4,3,5,3,3,0,1,19,2,0,0,27,52,1,4,999,999,1,7690,1,2,0,4200,13500,13500,362,273,1100,25,2,2,4,9,9000,29,0,0,2,1,1,0,3,"No"
2,801,50,1,2,NA,2,1,1,2,2,2,0,NA,2,5,NA,NA,NA,NA,3,4,2,5,2,2,0,3,21,1,0,56000,40,42,2,2,50,84,6,8191,6,1,0,1610,56000,56000,25,358,NA,NA,1,2,1,9,9000,29,0,0,2,1,1,0,1,"No"
1,906,75,5,1,2,0,1,2,2,2,2,0,11,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,118000,40,52,1,1,740,999,1,7380,6,2,0,1430,118000,118000,215,501,900,25,1,2,2,6,4002,7,1,0,1,0,0,0,4,"No"
2,403,54,1,6,2,1,2,1,2,2,2,0,1,2,1,2,1,2,1985,1,4,3,5,3,3,0,1,18,1,0,0,50,52,1,1,26,999,1,770,1,1,0,7315,22500,22500,25,320,400,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,902,87,1,NA,2,2,2,1,1,2,2,0,NA,2,4,2,1,2,1964,1,2,2,5,2,2,0,1,16,1,1900,0,NA,NA,2,4,999,999,6,NA,5,1,0,NA,0,1900,25,13,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"Yes"
1,1104,122,1,1,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,16,2,0,8000,32,20,1,4,999,999,1,8680,6,1,0,4110,8000,11600,44,48,1100,25,2,1,1,9,9000,17,0,0,2,0,1,0,1,"No"
2,1301,91,1,1,2,2,2,1,1,2,2,50,NA,2,1,2,1,2,1975,1,2,2,5,2,2,58000,1,22,1,5900,0,NA,NA,2,2,50,46,6,8680,1,1,0,4040,0,63950,25,428,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,901,90,1,2,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1990,1,4,3,5,3,3,0,1,21,2,0,39300,42,52,1,1,50,999,1,7860,1,1,0,5740,39300,39300,25,501,900,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,605,45,1,1,NA,0,1,2,2,2,2,0,10,2,5,NA,NA,NA,NA,1,4,2,3,2,2,0,2,16,2,0,10000,40,52,1,2,308,50,1,7071,6,1,NA,4030,10000,10000,25,NA,600,25,1,2,4,9,9000,16,0,1,2,0,1,NA,1,"No"
1,1102,60,1,NA,2,0,2,2,1,1,2,0,NA,2,3,2,1,2,1996,1,4,3,5,3,3,6000,1,20,2,0,0,NA,NA,NA,4,999,999,6,NA,4,1,0,NA,0,16800,25,115,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,805,116,4,NA,2,0,2,2,1,1,2,0,NA,1,1,2,1,2,2001,1,4,2,5,2,2,0,1,1,2,14400,0,NA,NA,2,4,999,999,6,NA,1,2,0,NA,0,14400,363,159,NA,NA,2,1,2,2,3000,2,0,1,1,0,0,0,3,"No"
1,504,69,1,1,2,2,1,1,1,2,2,0,1,2,3,2,2,2,1999,1,4,3,5,3,3,0,1,16,2,0,75000,39,52,1,1,26,999,1,7970,4,1,0,3500,75000,75000,25,501,500,25,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,1301,61,1,1,2,2,2,1,1,2,2,0,NA,2,1,2,1,2,1988,1,4,2,5,2,2,0,1,21,1,30000,0,NA,NA,2,1,50,999,6,6671,1,1,0,20,0,30000,25,188,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,506,55,1,NA,2,0,2,2,1,1,2,0,NA,2,3,2,2,2,1968,3,4,3,5,3,3,3400,1,16,2,8400,0,NA,NA,NA,3,996,999,6,NA,4,1,NA,NA,0,11800,25,NA,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,NA,1,"Yes"
1,901,66,1,6,2,2,1,1,1,2,2,0,NA,2,1,2,2,2,1984,1,4,2,5,2,2,0,1,22,2,17000,0,NA,NA,2,2,88,32,6,7370,1,1,0,2635,0,17000,12,501,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,502,278,5,1,NA,0,1,2,2,2,2,0,NA,1,1,2,1,2,2021,1,4,3,1,1,1,0,1,16,1,0,11000,40,26,2,1,360,999,3,770,1,2,0,6530,11000,18000,362,76,NA,NA,1,2,3,9,9000,62,0,1,3,1,1,0,3,"No"
5,704,195,1,NA,1,2,2,1,1,2,2,0,NA,2,2,2,3,2,1990,1,4,3,5,3,3,0,1,16,1,24000,0,NA,NA,NA,1,51,999,6,NA,3,1,0,NA,0,24000,25,127,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,100,53,1,6,2,0,1,2,2,2,2,2000,11,2,1,2,2,2,1994,1,4,3,5,3,3,0,1,19,2,0,0,30,52,1,2,142,32,1,5491,1,1,0,4760,13500,15500,25,501,100,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,612,59,1,1,2,2,2,1,2,2,2,0,NA,2,1,2,1,2,2021,1,2,2,5,2,2,0,3,21,1,0,25400,40,17,2,2,22,88,6,6970,1,1,0,845,25400,49400,6,501,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,402,88,5,1,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,14,2,0,36000,40,52,1,1,301,999,1,8370,6,2,0,3602,36000,36000,324,191,400,25,2,1,3,2,3000,2,0,1,1,0,0,0,3,"No"
1,100,14,1,1,2,0,1,2,2,2,2,5000,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,75000,1,22,2,0,32000,40,52,1,2,51,142,1,7860,6,1,0,2310,32000,112000,25,501,100,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,609,60,1,1,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1984,1,4,3,5,3,3,0,1,16,2,0,52000,40,52,NA,4,999,999,1,770,1,1,0,5860,52000,52000,25,501,600,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,901,70,3,1,2,0,1,2,2,2,2,0,1,1,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,21,2,0,65000,38,48,1,2,570,998,1,7970,6,1,0,350,65000,65000,449,421,900,25,1,2,4,1,1000,1,0,0,1,0,1,0,6,"No"
1,803,89,1,1,2,0,1,2,2,2,2,250,10,2,1,2,1,2,2001,1,4,3,5,3,3,350,1,21,2,0,120000,50,52,1,1,94,999,1,7380,1,1,0,110,120000,120600,25,501,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,504,81,5,4,2,0,2,2,2,1,2,0,NA,1,3,2,1,2,2013,1,4,2,5,2,2,0,1,21,1,0,0,NA,NA,2,1,529,999,6,9480,4,2,0,3602,0,0,421,0,NA,NA,2,1,1,2,3000,2,0,1,1,0,0,0,6,"No"
2,503,65,1,3,2,0,1,2,2,2,1,0,1,2,1,2,3,2,2015,1,2,3,5,3,3,0,1,20,1,0,87000,40,52,1,2,51,425,1,9470,1,1,0,3870,87000,87000,25,354,500,25,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,613,70,1,7,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1999,1,4,3,5,3,3,0,1,21,2,0,100000,35,52,1,4,999,999,1,8270,1,1,0,3160,100000,100000,25,501,600,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,705,237,5,NA,2,0,2,2,1,1,2,0,NA,1,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,5,1,5100,0,NA,NA,2,1,275,999,6,NA,6,2,0,NA,0,5100,329,35,NA,NA,2,1,1,8,8000,15,0,0,1,1,0,0,3,"Yes"
1,1003,44,4,NA,2,2,2,1,1,1,2,0,NA,1,2,2,1,2,1967,1,4,2,3,2,2,1100,1,1,2,0,0,NA,NA,2,1,84,999,6,NA,3,2,0,NA,0,13100,129,118,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,5,"No"
1,802,55,1,1,NA,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,176000,40,52,1,1,22,999,1,7380,6,1,0,300,176000,176000,25,501,800,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,602,77,4,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,1988,1,4,3,5,3,3,0,1,16,1,0,50000,40,52,1,1,534,999,1,8170,1,2,0,3603,50000,50000,427,387,600,25,1,2,2,2,3000,2,0,1,1,0,0,0,6,"No"
3,702,132,4,1,NA,0,1,2,2,2,2,0,1,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,45000,40,52,1,1,275,999,1,2980,6,2,0,9760,45000,45000,329,442,600,25,1,2,2,8,8000,15,0,0,1,1,0,0,3,"No"
2,803,72,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,73000,45,52,1,2,26,32,1,5171,6,1,0,4700,73000,73000,25,461,900,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
3,602,59,1,NA,2,0,2,2,1,1,2,0,NA,1,3,2,2,2,1994,1,4,2,5,2,2,0,1,17,2,8400,0,NA,NA,2,1,720,999,6,NA,4,1,0,NA,0,8400,25,194,NA,NA,2,1,2,6,4008,6,1,0,1,0,0,0,1,"No"
1,803,37,1,1,2,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,150000,40,52,1,1,8,999,1,7580,6,1,0,630,150000,150000,25,501,800,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,804,76,4,NA,2,0,2,2,1,1,2,0,NA,1,1,2,1,2,1984,1,4,2,3,2,2,7000,1,18,2,3000,0,NA,NA,2,1,706,999,6,NA,1,2,0,NA,0,10000,207,311,NA,NA,1,1,2,6,4000,5,1,0,1,0,0,0,4,"No"
1,905,345,1,NA,2,0,2,2,2,1,2,0,NA,2,3,2,1,2,1995,3,4,2,5,2,2,0,1,16,2,12000,0,NA,NA,2,1,902,999,6,NA,4,1,0,NA,0,14100,25,101,NA,NA,2,1,3,2,3000,2,0,1,1,0,0,0,1,"Yes"
1,605,66,1,1,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1988,1,4,3,5,3,3,0,1,19,1,0,180000,50,52,1,1,22,999,1,2270,1,1,0,4850,180000,180000,1,501,600,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"Yes"
2,401,118,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,2,0,62000,46,52,NA,4,999,999,1,3980,6,1,0,9645,62000,62000,6,501,290,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,802,55,1,5,NA,0,1,2,1,2,2,0,1,2,5,NA,NA,NA,NA,3,1,3,5,3,3,0,1,16,1,0,35000,40,52,1,1,51,999,4,9780,6,1,0,9830,35000,35000,42,227,1290,25,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,706,47,1,1,NA,0,1,2,2,2,2,0,11,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,2,0,55000,40,52,1,1,210,999,1,7270,6,1,0,2145,55000,55000,4,357,700,25,1,2,3,3,5015,3,0,0,1,0,0,0,1,"No"
1,610,108,1,1,2,2,2,1,1,2,2,0,NA,1,5,NA,NA,NA,NA,1,4,2,2,2,2,0,1,16,1,20300,0,NA,NA,2,2,50,939,6,8680,6,1,0,4030,0,20300,25,140,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,903,87,1,4,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,22,2,0,70000,40,52,1,1,336,999,1,7860,6,1,0,2310,70000,70000,25,455,900,25,2,1,2,2,3000,2,0,1,1,0,0,0,1,"No"
2,704,48,1,NA,2,0,2,2,1,2,2,0,NA,2,1,2,1,2,1961,1,3,2,5,2,2,1500,1,20,1,22200,0,NA,NA,2,4,999,999,6,NA,1,1,0,NA,0,23700,25,222,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,804,224,4,1,2,0,2,2,2,1,2,0,1,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,40000,40,52,1,1,510,999,1,4280,6,2,0,9620,40000,40000,408,369,800,25,2,1,3,9,9000,38,0,1,2,1,0,0,6,"No"
